obsid,canonical_source,class_label,start_time,exposure,target_name,FPMA_available,FPMB_available,archive_status,download_status,processing_status,exclusion_reason,source_id,exposure_a,exposure_b,public_date_mjd,pointing_separation_arcmin,identity_status,census_candidate,issue_flag,comments,solar_activity,data_gap,nupsdout,archive_cycle,archive_url
30363002001,4U 0614+09,NS,2017-12-01T15:16:07.680,0.0,4U_0614p09,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_0614_09,0.0,0.0,58461,,REVIEW_REQUIRED,False,0,STELLAR,null,0,null,3,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/03/3/30363002001/
30363002002,4U 0614+09,NS,2017-12-01T15:56:09.600,19888.1953,4U_0614p09,L1_BYTES_VERIFIED_CLEAN_EVENTS_GENERATED,L1_BYTES_VERIFIED_CLEAN_EVENTS_GENERATED,PUBLIC_ARCHIVED,L1_AUX_HK_COMPLETE_SHA256_VERIFIED,CLEAN_BOTH_MODULES_PRODUCTS_BLOCKED_CALDB_RMF,PENDING_NOT_REJECTED_CALDB_RMF_DOWNLOAD_FAILURE,4u_0614_09,19888.1953,19958.6091,58461,1.995836990951837,VERIFIED_NAME_POSITION,True,0,null,null,0,null,3,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/03/3/30363002002/
30702009001,4U 0614+09,NS,2021-10-06T05:11:11.040,0.0,4U_0614p091,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_0614_09,0.0,0.0,59877,,REVIEW_REQUIRED,False,0,STELLAR,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/3/30702009001/
30702009002,4U 0614+09,NS,2021-10-06T05:36:05.760,28542.5804,4U_0614p091,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED,4u_0614_09,28676.9782,28542.5804,59877,3.1325683233419346,REVIEW_REQUIRED,False,0,(1/4) / idiagnostics,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/3/30702009002/
30702009003,4U 0614+09,NS,2021-10-09T08:21:07.200,0.0,4U_0614p091,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_0614_09,0.0,0.0,59877,,REVIEW_REQUIRED,False,0,STELLAR,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/3/30702009003/
30702009004,4U 0614+09,NS,2021-10-09T09:16:07.680,29201.4498,4U_0614p091,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED,4u_0614_09,29355.2091,29201.4498,59877,3.3445796626562396,REVIEW_REQUIRED,False,0,(2/4) / idiagnostics,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/3/30702009004/
30702009005,4U 0614+09,NS,2021-10-11T17:21:07.200,0.0,4U_0614p091,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_0614_09,0.0,0.0,59877,,REVIEW_REQUIRED,False,0,STELLAR,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/3/30702009005/
30702009006,4U 0614+09,NS,2021-10-11T17:41:08.160,28817.548,4U_0614p091,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,,4u_0614_09,28989.8723,28817.548,59877,2.758314178101537,VERIFIED_NAME_POSITION,True,0,(3/4) / idiagnostics / Kp=5--6,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/3/30702009006/
30702009007,4U 0614+09,NS,2021-10-13T17:16:13.440,0.0,4U_0614p091,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_0614_09,0.0,0.0,59877,,REVIEW_REQUIRED,False,0,STELLAR,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/3/30702009007/
30702009008,4U 0614+09,NS,2021-10-13T17:56:06.720,28454.038,4U_0614p091,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED,4u_0614_09,28594.0824,28454.038,59877,3.9767071245477275,REVIEW_REQUIRED,False,0,(4/4) / idiagnostics,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/3/30702009008/
30702009009,4U 0614+09,NS,2022-01-19T06:01:09.120,0.0,4U_0614p091,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_0614_09,0.0,0.0,59968,,REVIEW_REQUIRED,False,0,STELLAR,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/3/30702009009/
30702009010,4U 0614+09,NS,2022-01-19T06:51:07.200,28066.9717,4U_0614p091,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,,4u_0614_09,28183.071,28066.9717,59968,2.950808429636606,VERIFIED_NAME_POSITION,True,0,(5/4) / idiagnostics,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/3/30702009010/
31101001001,4U 0614+09,NS,2025-10-13T12:51:07.200,0.0,4U_0614p091,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,processed,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_PUBLIC_ARCHIVED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_0614_09,0.0,0.0,61337,,REVIEW_REQUIRED,False,null,STELLAR,null,0,null,11,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/11/3/31101001001/
31101001002,4U 0614+09,NS,2025-10-13T13:21:12.960,19584.126,4U_0614p091,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,processed,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_PUBLIC_ARCHIVED,4u_0614_09,19657.1586,19584.126,61337,3.0788992429723034,REVIEW_REQUIRED,False,null,(1/2),null,0,null,11,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/11/3/31101001002/
31101001003,4U 0614+09,NS,2025-10-16T07:31:09.120,0.0,4U_0614p091,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,processed,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_PUBLIC_ARCHIVED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_0614_09,0.0,0.0,61337,,REVIEW_REQUIRED,False,null,STELLAR,null,0,null,11,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/11/3/31101001003/
31101001004,4U 0614+09,NS,2025-10-16T08:11:11.040,19185.6134,4U_0614p091,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,processed,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_PUBLIC_ARCHIVED,4u_0614_09,19254.7331,19185.6134,61337,3.021111303422056,REVIEW_REQUIRED,False,null,(2/2),null,0,null,11,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/11/3/31101001004/
31202005,4U 1254-69,NS,,-50000.0,4U_1254m69,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,accepted,NOT_DOWNLOADED,NOT_ATTEMPTED,NOT_PUBLIC_ARCHIVED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_1254_69,-50000.0,-50000.0,null,0.033631759300686924,VERIFIED_NAME_POSITION,False,0,null,null,0,0,12,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/12/3/31202005/
31202010001,4U 1254-69,NS,2026-05-29T20:31:12.000,110.3293,XB_1254m690,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,processed,NOT_DOWNLOADED,NOT_ATTEMPTED,NAME_REVIEW_REQUIRED;NOT_PUBLIC_ARCHIVED,4u_1254_69,111.3881,110.3293,61385,2.5862749443732054,REVIEW_REQUIRED,False,null,STELLAR,null,0,null,12,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/12/3/31202010001/
31202010002,4U 1254-69,NS,2026-05-29T21:31:06.240,36578.4762,XB_1254m690,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,processed,NOT_DOWNLOADED,NOT_ATTEMPTED,NAME_REVIEW_REQUIRED;NOT_PUBLIC_ARCHIVED,4u_1254_69,36860.9441,36578.4762,61385,2.4907397212250895,REVIEW_REQUIRED,False,null,(1/3),null,0,null,12,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/12/3/31202010002/
31202010003,4U 1254-69,NS,2026-06-02T02:31:12.000,69.9771,XB_1254m690,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,processed,NOT_DOWNLOADED,NOT_ATTEMPTED,NAME_REVIEW_REQUIRED;POSITION_REVIEW_REQUIRED;NOT_PUBLIC_ARCHIVED,4u_1254_69,70.5117,69.9771,61385,3.252442677195773,REVIEW_REQUIRED,False,null,STELLAR,null,0,null,12,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/12/3/31202010003/
31202010004,4U 1254-69,NS,2026-06-02T03:21:10.080,38056.4047,XB_1254m690,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,processed,NOT_DOWNLOADED,NOT_ATTEMPTED,NAME_REVIEW_REQUIRED;NOT_PUBLIC_ARCHIVED,4u_1254_69,38331.3355,38056.4047,61385,2.6390426127196194,REVIEW_REQUIRED,False,1,(2/3) / Solar flare,Solar flare,0,null,12,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/12/3/31202010004/
31202010005,4U 1254-69,NS,2026-06-05T05:31:12.000,63.2782,XB_1254m690,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,processed,NOT_DOWNLOADED,NOT_ATTEMPTED,NAME_REVIEW_REQUIRED;NOT_PUBLIC_ARCHIVED,4u_1254_69,63.8556,63.2782,61385,2.723653797799618,REVIEW_REQUIRED,False,null,STELLAR,null,0,null,12,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/12/3/31202010005/
31202010006,4U 1254-69,NS,2026-06-05T06:06:11.520,30310.1456,XB_1254m690,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,processed,NOT_DOWNLOADED,NOT_ATTEMPTED,NAME_REVIEW_REQUIRED;NOT_PUBLIC_ARCHIVED,4u_1254_69,30545.4966,30310.1456,61385,2.6685452372998713,REVIEW_REQUIRED,False,null,(3/3),null,0,null,12,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/12/3/31202010006/
31001021001,4U 1323-62,NS,2024-08-07T06:06:11.520,0.0,4U_1323m62,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_1323_62,0.0,0.0,60725,,REVIEW_REQUIRED,False,0,STELLAR,null,0,null,10,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/10/3/31001021001/
31001021002,4U 1323-62,NS,2024-08-07T07:01:12.000,89324.8773,4U_1323m62,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,,4u_1323_62,90113.9033,89324.8773,60725,2.628754160154733,VERIFIED_NAME_POSITION,True,1,shortened by ToO / Solar flare,Solar flare,0,null,10,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/10/3/31001021002/
80701319001,4U 1543-475,BH,2022-02-27T16:11:08.160,0.0,4U_1543m475,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_1543_475,0.0,0.0,59825,3.1866147609455004,REVIEW_REQUIRED,False,0,STELLAR,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/8/80701319001/
80701319002,4U 1543-475,BH,2022-02-27T16:31:09.120,39537.6172,4U_1543m475,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,,4u_1543_475,39802.8945,39537.6172,59825,2.897129362077227,VERIFIED_NAME_POSITION,True,0,(1/3) ToO / idiagnostics,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/8/80701319002/
80702317001,4U 1543-475,BH,2021-06-17T09:21:10.080,0.0,4U_1543m475,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_1543_475,0.0,0.0,59598,,REVIEW_REQUIRED,False,0,STELLAR,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/8/80702317001/
80702317002,4U 1543-475,BH,2021-06-17T10:11:08.160,1335.0286,4U_1543m475,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,,4u_1543_475,1335.0286,1476.8144,59598,2.736576345748628,VERIFIED_NAME_POSITION,True,1,(1/4) / idiagnostics / data gaps 6113s,null,6113,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/8/80702317002/
80702317003,4U 1543-475,BH,2021-06-24T10:26:06.720,0.0,4U_1543m475,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_1543_475,0.0,0.0,59598,,REVIEW_REQUIRED,False,0,STELLAR,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/8/80702317003/
80702317004,4U 1543-475,BH,2021-06-24T11:21:07.200,3113.2013,4U_1543m475,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED,4u_1543_475,3113.2013,3433.9164,59598,3.5507879488308363,REVIEW_REQUIRED,False,1,(2/4) ToO / idiagnostics / data gaps 3527s,null,3527,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/8/80702317004/
80702317005,4U 1543-475,BH,2021-07-01T03:46:13.440,0.0,4U_1543m475,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_1543_475,0.0,0.0,59598,,REVIEW_REQUIRED,False,0,STELLAR,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/8/80702317005/
80702317006,4U 1543-475,BH,2021-07-01T04:26:06.720,4129.0828,4U_1543m475,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED,4u_1543_475,4129.0828,4526.3755,59598,3.2847934493412057,REVIEW_REQUIRED,False,1,(3/4) ToO,null,10,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/8/80702317006/
80702317007,4U 1543-475,BH,2021-07-07T23:46:10.560,0.0,4U_1543m475,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_1543_475,0.0,0.0,59598,,REVIEW_REQUIRED,False,0,STELLAR,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/8/80702317007/
80702317008,4U 1543-475,BH,2021-07-08T00:36:08.640,4590.9881,4U_1543m475,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED,4u_1543_475,4590.9881,5023.238,59598,3.6832543503543875,REVIEW_REQUIRED,False,1,(4/4) ToO / idiagnostics,null,787,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/8/80702317008/
90702326001,4U 1543-475,BH,2021-07-26T15:26:12.480,0.0,4U_1543m475,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_1543_475,0.0,0.0,59428,,REVIEW_REQUIRED,False,0,STELLAR,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/9/90702326001/
90702326002,4U 1543-475,BH,2021-07-26T16:11:08.160,5714.7162,4U_1543m475,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,,4u_1543_475,5714.7162,6173.629,59428,2.7794406152141553,VERIFIED_NAME_POSITION,True,1,(1/2) ToO / idiagnostics / data gaps 2782s,null,2782,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/9/90702326002/
90702326003,4U 1543-475,BH,2021-08-02T04:01:12.000,0.0,4U_1543m475,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_1543_475,0.0,0.0,59435,,REVIEW_REQUIRED,False,0,STELLAR,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/9/90702326003/
90702326004,4U 1543-475,BH,2021-08-02T04:21:12.960,8025.0646,4U_1543m475,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,,4u_1543_475,8025.0646,8607.3043,59435,2.849933302535694,VERIFIED_NAME_POSITION,True,0,(2/2) ToO / idiagnostics,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/9/90702326004/
90702326005,4U 1543-475,BH,2021-08-24T04:06:05.760,0.0,4U_1543m475,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_1543_475,0.0,0.0,59456,,REVIEW_REQUIRED,False,0,STELLAR,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/9/90702326005/
90702326006,4U 1543-475,BH,2021-08-24T04:36:11.520,8273.4605,4U_1543m475,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED,4u_1543_475,8273.4605,8830.5906,59456,3.125438844749125,REVIEW_REQUIRED,False,0,(1/2) ToO / idiagnostics,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/9/90702326006/
90702326007,4U 1543-475,BH,2021-08-29T12:21:10.080,0.0,4U_1543m475,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_1543_475,0.0,0.0,59459,,REVIEW_REQUIRED,False,0,STELLAR,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/9/90702326007/
90702326008,4U 1543-475,BH,2021-08-29T13:16:10.560,6673.1309,4U_1543m475,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,,4u_1543_475,6673.1309,7117.0865,59459,2.9990648857016473,VERIFIED_NAME_POSITION,True,0,(2/2) ToO / idiagnostics,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/9/90702326008/
90702326009,4U 1543-475,BH,2021-09-08T15:46:13.440,0.0,4U_1543m475,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_1543_475,0.0,0.0,59477,,REVIEW_REQUIRED,False,0,STELLAR,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/9/90702326009/
90702326010,4U 1543-475,BH,2021-09-08T16:11:08.160,8321.708,4U_1543m475,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED,4u_1543_475,8321.708,8855.0556,59477,3.3165698466300113,REVIEW_REQUIRED,False,0,(1/2) ToO / idiagnostics,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/9/90702326010/
90702326011,4U 1543-475,BH,2021-09-14T11:41:08.160,0.0,4U_1543m475,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_1543_475,0.0,0.0,59477,,REVIEW_REQUIRED,False,0,STELLAR,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/9/90702326011/
90702326012,4U 1543-475,BH,2021-09-14T12:26:12.480,7409.6249,4U_1543m475,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED,4u_1543_475,7409.6249,7888.6868,59477,3.7968387740469716,REVIEW_REQUIRED,False,0,(2/2) ToO / idiagnostics,null,0,null,7,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/07/9/90702326012/
30601006002,4U 1543-624,UNRESOLVED,2020-04-19T07:21:12.960,32087.3425,4U_1543m624,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,NAME_REVIEW_REQUIRED;LABEL_UNRESOLVED,4u_1543_624,32266.5925,32087.3425,59328,2.3193690091988484,REVIEW_REQUIRED,False,0,null,null,0,null,6,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/06/3/30601006002/
80401321001,4U 1608-522,NS,2018-07-12T20:56:06.720,28.8706,4U_1608m52,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,,4u_1608_522,28.9164,28.8706,58503,2.7534517063982666,VERIFIED_NAME_POSITION,True,0,STELLAR,null,0,null,4,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/04/8/80401321001/
80401321002,4U 1608-522,NS,2018-07-12T21:46:13.440,53566.5033,4U_1608m52,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,,4u_1608_522,53741.5497,53566.5033,58503,2.470902535959653,VERIFIED_NAME_POSITION,True,0,ToO,null,0,null,4,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/04/8/80401321002/
90002002001,4U 1608-522,NS,2014-10-16T22:41:05.280,0.0,4U1608m52,NO_POSITIVE_EXPOSURE,NO_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,POSITION_REVIEW_REQUIRED;NOT_SCIENCE_OBSERVATION;NONPOSITIVE_MODULE_EXPOSURE,4u_1608_522,0.0,0.0,57134,,REVIEW_REQUIRED,False,0,STELLAR,null,0,null,0,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/00/9/90002002001/
90002002002,4U 1608-522,NS,2014-10-16T23:01:06.240,34674.981,4U1608m52,CATALOG_POSITIVE_EXPOSURE,CATALOG_POSITIVE_EXPOSURE,PUBLIC_ARCHIVED,NOT_DOWNLOADED,NOT_ATTEMPTED,,4u_1608_522,34674.981,34758.5991,57134,2.0899967652337854,VERIFIED_NAME_POSITION,True,0,ToO,null,0,null,0,https://heasarc.gsfc.nasa.gov/FTP/nustar/data/obs/00/9/90002002002/
