observation_id,rxte_obsid,source_id,canonical_source,raw_source_name,class_label,observation_time,exposure,source_count_rate,background_count_rate,net_count_rate,passes_quality_cut,usable,exclusion_reason,errors_available,provenance_id,provenance_path,provenance_sha256,representation,pcus,deadtime_status,grid_id,spectrum_00,spectrum_01,spectrum_02,spectrum_03,spectrum_04,spectrum_05,spectrum_06,spectrum_07,spectrum_08,spectrum_09,spectrum_10,spectrum_11,spectrum_12,spectrum_13,spectrum_14,spectrum_15,spectrum_16,spectrum_17,spectrum_18,spectrum_19,spectrum_20,spectrum_21,spectrum_22,spectrum_23,spectrum_24,spectrum_25,spectrum_26,spectrum_27,spectrum_28,spectrum_29,spectrum_30,spectrum_31,spectrum_32,spectrum_33,spectrum_34,spectrum_35,spectrum_36,spectrum_37,spectrum_38,spectrum_39,spectrum_40,spectrum_41,spectrum_42,error_00,error_01,error_02,error_03,error_04,error_05,error_06,error_07,error_08,error_09,error_10,error_11,error_12,error_13,error_14,error_15,error_16,error_17,error_18,error_19,error_20,error_21,error_22,error_23,error_24,error_25,error_26,error_27,error_28,error_29,error_30,error_31,error_32,error_33,error_34,error_35,error_36,error_37,error_38,error_39,error_40,error_41,error_42
40025-03-02-00,40025-03-02-00,ser_x_1,Ser X-1,SER_X-1,NS,1999-04-18T21:02:40,2207.99999999981,295.0061004372483,12.161998966263532,282.8441014709847,True,True,,True,40025-03-02-00,data/provenance/rxte_processing/40025-03-02-00.json,f106f7cfeb477e573f9f6046149cbba607425e1fd36a10bdc668846e1196cf0c,PCA_OGIP_RATE43_OVERLAP_V1,0|2|3|4,NOT_CORRECTED,2c64804c8d37dabc06a46e734bbaeb77392175edfc2975d0eaef69a4b1f1964f,40.5994374366254,34.29171847126947,30.18742489955205,26.642605780637272,23.062902535079306,19.714029691426113,16.737131657279463,14.263184978759313,12.19648627941883,10.36640434263401,8.785979698911081,7.452987906685659,6.270060772301205,5.366760829966031,4.512965246076502,3.806401281933378,3.1964651779703894,2.6936230364637535,2.2316309429931334,1.8636843421724518,1.5434936882119352,1.3059449909144236,1.065609637736789,0.8701419239619149,0.7122351142015171,0.6009371594744568,0.48956238759163395,0.39874788729397753,0.3390524752215912,0.2731388308327955,0.2196312091806031,0.18117069318993573,0.151456342398071,0.1141756434925722,0.09624052613629754,0.07168480350557746,0.050452116361060034,0.042342235850218166,0.02937221036444597,0.020837694330351177,0.019033270657460355,0.004679726965881679,0.0022755949563658135,0.06525685380122306,0.060413018702963235,0.05212450844585268,0.04554171435371307,0.04008118124340878,0.03588177480729224,0.03292640259312749,0.03117821939966581,0.03032964022527198,0.029993845162679413,0.03000612047804639,0.028943338609173173,0.025750862498249122,0.0223423736489497,0.019374952339346,0.017091994464263356,0.015311850093379714,0.014070465419991079,0.013139106477318722,0.012582708578203936,0.012206140346755425,0.012215013547331918,0.012169965995800072,0.012125337183231315,0.01141576937922112,0.010281212857406375,0.009203573774284834,0.008259807548731752,0.007549489303445052,0.006932756848120343,0.006460842945699277,0.00620397748105797,0.0061023367841577395,0.006059256812014722,0.00620218090122737,0.006288269475118395,0.006537688560021596,0.0069332775578050026,0.007269693028186986,0.005541725541690393,0.004963791457080064,0.005696461873440329,0.004624046125022572
40025-03-02-01,40025-03-02-01,ser_x_1,Ser X-1,SER_X-1,NS,1999-04-20T19:23:12,3311.99999999966,225.47725911496443,11.827439800867483,213.64981931409693,True,True,,True,40025-03-02-01,data/provenance/rxte_processing/40025-03-02-01.json,e448818781a586a84b4a4d8713671e84fc8851fb77411bd6452839445a121f01,PCA_OGIP_RATE43_OVERLAP_V1,0|2|4,NOT_CORRECTED,0063772572f4cabae79f8adf65cd3a8701b7c0ad4cbf1d4f313bcefef430cc2a,32.2148130566349,26.82086249013469,23.558558682587005,20.48184202067035,17.37060677068103,14.6366909823332,12.456630518156114,10.541882038789065,8.958347168477667,7.657575259917882,6.478676578117029,5.418297471701218,4.591900534954,3.8706060714718395,3.2891998237182887,2.716825080100087,2.2919748491581977,1.9022191829773383,1.5729329332403794,1.2848206936911608,1.057040641322041,0.8767894179828013,0.7097820383573263,0.6056342912627575,0.469497069268377,0.3926993167342943,0.31737579989725645,0.2573156529240088,0.207378677691464,0.16462982838584939,0.1283117642417352,0.10097561920592446,0.08634707823158046,0.05690086206279439,0.045502778271340874,0.04119536379452744,0.023709012334725936,0.008755433326033988,0.011203311762531627,-0.0011454729975555378,-0.002278562429056834,-0.011247368372159982,-0.011815446673119243,0.05486006231494622,0.05045876387237125,0.043544944860116834,0.03780746215262905,0.03296315224113671,0.029315472272159544,0.026952909420161077,0.02540497449076729,0.024690831176340983,0.02451698624621426,0.024532093949613896,0.023531505528327414,0.021049793411530144,0.018129761001023138,0.015884283303763166,0.01390567930380813,0.012552802576835715,0.011512578796571964,0.010794133623216677,0.010268157898751993,0.010021678799068567,0.010014789308088502,0.010091502157165361,0.01031517047815197,0.009670377325496329,0.008764484229125343,0.007897997007665863,0.007134371683307327,0.00645732281687413,0.005947993024202807,0.005557724928789894,0.00536983758747238,0.005362435686255601,0.005354550022620117,0.005531746575049494,0.0057175851828466726,0.005936419538569012,0.0062484232965141,0.006691306043757048,0.0051110687002269345,0.00457728764969049,0.005350036715953775,0.004341960964377738
40025-04-01-01,40025-04-01-01,4u_1702_429,4U 1702-429,4U_1702-429,NS,1999-02-22T02:45:52,3967.99999999934,118.17773023134397,11.612184873604177,106.56554535773981,True,True,,True,40025-04-01-01,data/provenance/rxte_processing/40025-04-01-01.json,3bb56545720b1552ab421375d449228e61e5e4c77d3e23e8ba017ece94c2679f,PCA_OGIP_RATE43_OVERLAP_V1,0|1|2|3|4,NOT_CORRECTED,229c29b452b6d7e476a6eae3de9b01fb5faf2704be676b149539aefa03303139,12.38179793042351,10.960216782417564,10.0181728989152,8.992444659883578,8.0479833268713,7.155309266957165,6.272584998759616,5.484126205671172,4.852975126439576,4.288071130116629,3.7192121514492307,3.261228103794861,2.872448677914826,2.5142102181411707,2.1454586115774887,1.8906723020977951,1.6554396108988647,1.4147885218864302,1.2040612787087976,1.0462940036703008,0.9091466756664657,0.7765033230514035,0.6692494437284591,0.5812467736973042,0.4981284995101545,0.4204693527838976,0.3685367871429629,0.323836143755259,0.26628859860607895,0.23106178953136663,0.1993782258808126,0.17281424715349974,0.1609085656417747,0.13363550648736694,0.11677696196142548,0.10142993921766372,0.08285173721765601,0.0780286606342817,0.07108615822999954,0.06378710800527979,0.06043759539220929,0.05670994451455132,0.04573751333485443,0.023102608544950977,0.01962730604310725,0.020659884784758827,0.02012646645306256,0.017144882291064617,0.016601046183546592,0.016831347387332378,0.015058988594129123,0.013341720433321566,0.014171107018568762,0.013505191244859724,0.011200218895486544,0.01089732637845365,0.0111350867925202,0.009953106103592136,0.008784905246032093,0.009214018883939952,0.009004607869711006,0.007646726217150786,0.007166642224654373,0.007662281843874529,0.007249803501873291,0.006138126126152341,0.006116975222341436,0.006451603868087266,0.0060057893043071586,0.005338960139342723,0.005545410548766004,0.005661451464091801,0.005137084891320408,0.004586331264811371,0.0036031041615694494,0.003849289141334832,0.0041791456855409,0.0029126006059328373,0.004060165704953614,0.003695212790701326,0.002994927270416662,0.003986023524846771,0.00310649419657762,0.0036267326899409153,0.004157662452680789,0.002942769845337734
40025-04-02-00,40025-04-02-00,4u_1702_429,4U 1702-429,4U_1702-429,NS,1999-02-24T09:44:16,2543.99999999973,70.22274576558155,9.711798116982028,60.51094764859953,True,True,,True,40025-04-02-00,data/provenance/rxte_processing/40025-04-02-00.json,bdf9aec14c82bbcf874bcfdb552d808699cf31915f47dd6314733bf68bb39bb4,PCA_OGIP_RATE43_OVERLAP_V1,0|1|2|3,NOT_CORRECTED,906352cbf7d59ee1413eca827c096304770b034818d5547e33efdddd03b3390a,6.537626410084492,5.830316428108262,5.309011032730217,4.775436749392874,4.325913254533009,3.836507343713104,3.342667517444089,2.9313986307245816,2.6084879707680693,2.342807161561381,2.0538003579968716,1.8368783764193337,1.6637477808329049,1.468884618027458,1.298007355988895,1.160550334976308,1.0546400092083543,0.9091508075794417,0.8220454382760823,0.7487608361718373,0.6522102285563529,0.5697258129769419,0.5100133833544993,0.46276202834901436,0.4127063977781744,0.3611781401750669,0.33368630323037296,0.30107022623372015,0.25097058217703977,0.23169033671920192,0.20408278141481417,0.17687140428375422,0.17146932031652812,0.15189676171656427,0.13899859027859232,0.12730982553062006,0.10687883709649887,0.1001283688328804,0.0894331412871114,0.08200032972658974,0.07842030723774883,0.07316820668164395,0.06763792010823744,0.02393130365524177,0.02040026271358211,0.021420760599786322,0.020894403980791877,0.017919505927760815,0.017380056774288957,0.017632854631651467,0.01583740027376877,0.014097862858957436,0.01512145831951214,0.01445636103244749,0.012138686553320096,0.01201558238569028,0.012295002665409773,0.011184406018761802,0.009971292360613717,0.010677912302615706,0.010469042741288683,0.00911993868179028,0.008751935536832466,0.009372092537678506,0.008913543350787952,0.007608406885307519,0.007690392367315657,0.008218599214958683,0.007700928779563167,0.006988632439785775,0.007361474288621365,0.00753931093054978,0.006872576818747544,0.006116244731181199,0.0047569720332037956,0.0050854774983125975,0.005535133382035867,0.0038653974842324445,0.005397322710846638,0.004878717811315932,0.003932262227268716,0.005153528740013932,0.003967475553668801,0.004611924529498994,0.005252325843588099,0.003744802851636628
40025-04-03-01,40025-04-03-01,4u_1702_429,4U 1702-429,4U_1702-429,NS,1999-02-28T11:47:28,2623.99999999972,69.88908678336712,9.765283030255905,60.123803753111204,True,True,,True,40025-04-03-01,data/provenance/rxte_processing/40025-04-03-01.json,f01f14022d1848a2671e5f6b1314aa759c2a3b7832673fc589b0c7e230359012,PCA_OGIP_RATE43_OVERLAP_V1,0|1|2|3,NOT_CORRECTED,5fbcd96e7c07cc4aa0799504ed730dd51db741c431b53a60488ea9acda2a8d33,6.672550664355888,5.929524737063488,5.406234030961333,4.880884827525192,4.384756808546536,3.893282730787617,3.3721421081825262,2.9768162185667353,2.6343479224991153,2.3600095563712618,2.04690992588756,1.8064444871907144,1.6018100822794574,1.4172981271087681,1.2588033701021804,1.1111686372844258,1.0044964611615141,0.8624051805675715,0.7819473651628541,0.6955618125340204,0.5983464657709864,0.53151528757847,0.47353298916573233,0.42004881741864225,0.38300423295924124,0.3300155849302018,0.29875514421539745,0.2579112913648126,0.220160545367303,0.18374497137273155,0.16550250703652836,0.15575123752598272,0.14880231917447648,0.13187153581705852,0.12438665237354965,0.117664343798712,0.09296566279055307,0.08170147062398596,0.06231491368610819,0.06583341331095044,0.06656835250612887,0.061602757830341956,0.05440820235454801,0.023759788609163644,0.020239019928956346,0.0212847632174747,0.0207987827990731,0.017754921632297322,0.017242015806394652,0.017420590930828,0.01571128607334996,0.013952518129317444,0.01494509401005899,0.014243059450355281,0.011877017574085188,0.011650502487669967,0.011956363317397233,0.010889212992764245,0.009672060800964824,0.010359390431191173,0.010134785343174265,0.00884615291679208,0.008433491489861462,0.009000823092632783,0.00859356824951079,0.007358652323206069,0.007414333697609657,0.007965231907487469,0.007436862607757605,0.006738456536941551,0.0070568347204589595,0.007288093209811315,0.0065396773544398375,0.005844775710360688,0.004605026262346234,0.004902300718605008,0.005352808977220934,0.0037590886933591516,0.005272511481233993,0.0047511753458346385,0.0038035679733397867,0.0049273576228542,0.0038599214277501145,0.004477964055531101,0.005114351572899689,0.0036400788490128693
40025-04-03-03,40025-04-03-03,4u_1702_429,4U 1702-429,4U_1702-429,NS,1999-03-04T23:11:28,2959.99999999958,75.23624981068082,10.960233024599525,64.27601678608131,True,True,,True,40025-04-03-03,data/provenance/rxte_processing/40025-04-03-03.json,a536dd5bf1cb8f507b81094725bdca2f07de982a65d44ae73d872f4879ef315f,PCA_OGIP_RATE43_OVERLAP_V1,0|1|2|3|4,NOT_CORRECTED,e5482abcf24b469f995d051c8e8b4b4fbe6542c81d61ccd424f121b0be0a21dd,7.891618412259884,7.019491542381621,6.397638674358677,5.74722036225641,5.092659135703984,4.461274963412958,3.8611083479828032,3.3403263110913803,2.91998214525319,2.5557728976929446,2.1805626845246255,1.8977919632102433,1.6534570095789167,1.404586266256534,1.1795523516245379,1.023718250291747,0.8789458372859101,0.73700223296101,0.621056589347426,0.5291874401639539,0.4535958225220027,0.37257031741587915,0.3294547917217269,0.2714028741800511,0.24082556706507358,0.20157889850262267,0.17055875517950148,0.1396681081546337,0.12123563947672392,0.09786708679500103,0.08431616201137784,0.06521425111918233,0.058317529159381716,0.04851471132329368,0.04427960081700645,0.040510177654264616,0.031056377874533716,0.02597559076668679,0.01700020740648856,0.01979045117321944,0.020373254491393204,0.01663738104722599,0.012319812585284588,0.0217310864409293,0.0184909059493949,0.01944383012079686,0.018962350323301475,0.016089589845799328,0.015526209145414444,0.015682541494879847,0.013982721742844526,0.012356091209830874,0.013115730763162022,0.012440748984518427,0.010304598201802089,0.010042970122917756,0.010173358424593016,0.009090075350559279,0.008054154822891825,0.00848568052495258,0.008305475999037956,0.007098775504548173,0.00670313152645859,0.0071994698351510135,0.006782829622536423,0.0058701917452988585,0.005886771892337579,0.006343611029839178,0.005947619795017839,0.0053528154604888575,0.005597850703281363,0.005806954304059454,0.00523004145443545,0.004715681221463367,0.003691673412968883,0.003918607677354774,0.004328368775002926,0.003052461512765349,0.004294575507228286,0.003961518921462908,0.0031766906004581474,0.0042225602933204575,0.003353023532000838,0.0038799343367485325,0.0044855595180949195,0.0031985075321640482
40027-06-01-02,40027-06-01-02,4u_1728_34,4U 1728-34,4U_1728-34,NS,1999-02-28T04:15:28,5551.99999999898,149.4117738950886,9.70362613924824,139.70814775584034,True,True,,True,40027-06-01-02,data/provenance/rxte_processing/40027-06-01-02.json,b9dacabe14d9c639f5c9a0511ad8468ea5ea77ae192d245f5458713a692ef858,PCA_OGIP_RATE43_OVERLAP_V1,0|1|2|3|4,NOT_CORRECTED,5fbcd96e7c07cc4aa0799504ed730dd51db741c431b53a60488ea9acda2a8d33,13.696634408882684,12.534866971393296,11.710499779800069,10.751926903810759,9.739533691703778,8.671050903033471,7.650339091485581,6.817988291767573,6.127988174047236,5.516320277632995,4.897753239421021,4.4084812779593054,3.984405426145533,3.569176228539075,3.1869966563901615,2.8727014331211933,2.6026215990644443,2.313081658391013,2.0559821220001346,1.8587825393147286,1.655786395203837,1.4631260562286983,1.3186126534914435,1.1977053345568531,1.0728781830434768,0.9555858540374526,0.859532681646465,0.767212732752047,0.6835148638146229,0.6110281341780388,0.5487846955865323,0.48277717012838006,0.4586812518409863,0.3973088292839372,0.36547868273690953,0.3368914550684564,0.28938512208600475,0.2723371702823515,0.24465957664626978,0.21594859704375918,0.2019248956306725,0.17954098972442098,0.1623157569246866,0.02030764078381368,0.017586535226488266,0.01873469721370985,0.018400741144138828,0.015742729188898796,0.015238613772311968,0.01544829339394687,0.01392137036056824,0.012438050345310533,0.013331541441885073,0.012783874181057756,0.010700508099659932,0.010530270965575555,0.010805083400578225,0.00980116017341176,0.008715383622358795,0.009241814266687458,0.009081868082992226,0.007774115196124796,0.007366945951688662,0.007866020648756208,0.007442468794567742,0.006336224259666206,0.006348614550673379,0.0066717284396272435,0.006182132335142976,0.0054653208713830725,0.005627970130382336,0.005763623707867144,0.005178684989639816,0.004614494267176766,0.0035911961624966113,0.003819016095851232,0.004096378175293481,0.002833004536780651,0.003921850771683522,0.003506296022130813,0.002809470592013085,0.0036554490641727087,0.0027708822712090254,0.0031974099730909676,0.0035781014566461894,0.0025159871577548976
40027-08-02-02,40027-08-02-02,4u_1728_34,4U 1728-34,4U_1728-34,NS,1999-07-07T08:25:52,1695.99999999993,154.71123849741127,10.077354054261587,144.63388444314973,True,True,,True,40027-08-02-02,data/provenance/rxte_processing/40027-08-02-02.json,bbcb00e0778e72638063e67bd8c4655cd978754c75624fd3625ec0d06f4524e4,PCA_OGIP_RATE43_OVERLAP_V1,0|1|2|3,NOT_CORRECTED,0a93dd2d13160e699f96a72790b397424535f7336a929a6bca677700555e03ab,13.7458473241353,12.446203643894082,11.627103601658186,10.830993475601387,9.83171972753861,8.688853530206108,7.80975274058906,7.029071059761855,6.285988451085551,5.621540409096084,5.060014839431272,4.590733698554364,4.121279447077841,3.7708264032627317,3.3955221567798253,3.0753603093320296,2.7576670691071445,2.4718432028775568,2.243572256320088,2.0270093141679717,1.834294196399576,1.6200091862696278,1.4921131835485777,1.3283716168288429,1.2099977274492062,1.1074141055147366,0.9836070194244908,0.9103297648768212,0.8047113163996067,0.7119893386545462,0.6766213403705352,0.6092747840471563,0.5356391126169726,0.4833271011130307,0.44814940170920403,0.41190036601821817,0.3652804485715572,0.3306231864055419,0.3370053144345128,0.28296334481950614,0.27536217662581963,0.22509719444582002,0.21890055612874215,0.04429176193850659,0.041092007974211295,0.0364985277147008,0.03285739220602641,0.029851739633236212,0.02743472034747231,0.02622193626991419,0.025744617043217122,0.025784130146470845,0.02623897798957116,0.02706960140580354,0.026302156648706745,0.023469455955091076,0.021028083849225835,0.018866502891663993,0.0172595745485612,0.01605363960535123,0.015266654994312453,0.014944280555145652,0.014866870426209008,0.015010240127334653,0.015135557397369725,0.01567449874480642,0.015523482733982774,0.014602770524929708,0.01337431404586807,0.012139390559805825,0.011305130577664751,0.010439121427701493,0.009653552417447944,0.00926589690683735,0.008869706373066012,0.008609538815136515,0.00859642390283128,0.008778884839657228,0.009008475778760279,0.009217500657204229,0.009490877319154755,0.009870567323652275,0.0071452145254402525,0.006274591390312308,0.007011124343688981,0.005599406661941249
40028-01-14-02,40028-01-14-02,4u_1636_536,4U 1636-536,4U_1636-53,NS,2000-01-30T01:16:48,2767.99999999968,415.91879097809664,9.587538205864492,406.3312527722321,True,True,,True,40028-01-14-02,data/provenance/rxte_processing/40028-01-14-02.json,a0abe52bac2215d4901cea099ab7a847ac93af4e154d41f00d5f1bb71caefef1,PCA_OGIP_RATE43_OVERLAP_V1,0|1|2|3,NOT_CORRECTED,57c422ff67247f2ba5013a7f72696629f1e13160f8a2ad01617a4a8872c8d618,50.17688419920192,43.28105160496984,38.71813067540284,34.98871690159119,31.28213689912714,27.712234178127993,24.35217674358583,21.32132374581813,18.657507011881286,16.22629992527593,14.024254457438978,12.195482983870876,10.581632325279621,9.219797030447673,7.957454726023856,6.834917050878993,5.887553367017876,5.07409216602748,4.349913519130487,3.698054927944855,3.1403465878883123,2.668700923221161,2.2620881280934686,1.896923664049482,1.6040413029216563,1.361620248283062,1.1529598527435698,0.9612473990087294,0.8183008082831722,0.692400887384359,0.5826743193768886,0.485658157647868,0.4110220868872544,0.3466481294878396,0.283728331160661,0.24411804989655853,0.1967948338444151,0.16351465862104364,0.14424662985475295,0.11692330191920926,0.10941715371150637,0.07575090334519696,0.07251197555918218,0.06509222181638014,0.055456959982941964,0.04860780170912857,0.04365236147767126,0.039944474707893536,0.03747085945214399,0.036065857193746595,0.035525796422805705,0.03563947979552155,0.036034008406816996,0.03476128684643995,0.031137452722153396,0.02705695134754297,0.02378945473367951,0.02109522730776421,0.019012708032463136,0.017551594903016124,0.01658734109334409,0.0159870209825872,0.015594315143527012,0.015405131330549215,0.015344839754462842,0.014975236626651223,0.013689233300591241,0.012045870988384872,0.010697721158439612,0.009624023035676244,0.008670449537816486,0.007964038980650586,0.007373655916744057,0.006891093111782441,0.006529647394407332,0.006350401962456329,0.0063083600927528105,0.0063138704221411615,0.006462468472094653,0.00653224753852673,0.006548283084148085,0.006302167027275074,0.004694077033145348,0.003930015212013176,0.004629943447871718,0.0035682063253527113
40030-01-14-00,40030-01-14-00,4u_0614_09,4U 0614+09,4U_0614+091,NS,1999-01-05T23:41:52,2175.99999999976,107.95440770184955,12.034825313893936,95.91958238795561,True,True,,True,40030-01-14-00,data/provenance/rxte_processing/40030-01-14-00.json,9fae02a015d4ca792554c5e5174e8b5d6f05fcfa3a44dc472163b726e96d334e,PCA_OGIP_RATE43_OVERLAP_V1,0|1|2|3|4,NOT_CORRECTED,30373dbe64d75a1d061a79e79a8445286190d5a58ef830f50a41316b0bd4c33f,13.788817686050129,11.89490656594084,10.555414256762687,9.131402434413237,7.952149657660156,6.86168950318666,5.8201444121740575,4.908251726188526,4.1474963554063535,3.509873605094665,2.8711868659262225,2.428248019341976,2.047405713680439,1.7126297073297982,1.3899879187509065,1.167175297228719,0.9789548190744035,0.7962762922596808,0.6583532512386541,0.5531176335286921,0.46828861087830786,0.3786791987287008,0.31449912761338383,0.25408054284604753,0.2170783276631124,0.18666815578286694,0.14625908985363095,0.1249326982398279,0.10215057328649582,0.0847713580693248,0.06806934293006864,0.05455619859697575,0.05016723740848683,0.0419633910069111,0.03953883040385087,0.037080005214697086,0.03262642836022332,0.029022710420996405,0.021543280472217867,0.023164327483682846,0.02393522426266952,0.024282367324905314,0.022743639871421376,0.032981204205316715,0.027553332582153867,0.028409445639085217,0.02736770098469661,0.02314732839666025,0.02190549544694093,0.022016040669944014,0.0195766126891206,0.0168202789553266,0.017376218185973895,0.016316927314777203,0.013473024580381151,0.01274946335634044,0.01294506316452187,0.01157029634051608,0.009961930315397204,0.01024001070855591,0.01005589172962442,0.008673754656823636,0.008023799646169843,0.008691866532654649,0.00831556013578492,0.007032234254258163,0.006914597381800243,0.007515560707617186,0.0072432507958411965,0.006349390175699917,0.006555671991786715,0.006887237389785986,0.006372765187633564,0.005635947033435996,0.0044337853779583295,0.0048827398496160326,0.005247634278980204,0.0037025352822405763,0.0052241025232184195,0.004692962973142816,0.003987705762195257,0.005210886903397044,0.004023648118793679,0.004957818555486862,0.005546390049446194,0.003960768338399533
40030-02-04-00,40030-02-04-00,4u_1735_444,4U 1735-444,4U_1735-44,NS,1999-09-15T11:26:24,2127.99999999983,217.39316849268934,10.395507018655874,206.9976614740335,True,True,,True,40030-02-04-00,data/provenance/rxte_processing/40030-02-04-00.json,330ebfc4ec31a40c5ddbf0b137341d75d7f19ac3c5d189a56e219735cfd78c99,PCA_OGIP_RATE43_OVERLAP_V1,0|2|3|4,NOT_CORRECTED,acda4b133d96ad57b8e913bfde497bd85e5c1a81eb427ac25c280a3f637e6a87,22.966750730136475,20.279850902696566,18.439992393099892,16.94540842375128,15.438437339724462,13.886595969029523,12.391531146621732,11.089749939189748,9.868050183603676,8.686341534791634,7.679236466118089,6.771143622857011,5.871007802126891,5.175055147988888,4.537448807553761,3.9348752575765205,3.4094252564729572,2.9392533990266143,2.5238581526191517,2.1795023928154724,1.8611873883631178,1.6095390651043235,1.3623683079237252,1.1663229651667106,0.9695931299690844,0.8103607029407016,0.6862991725748506,0.6003887112984445,0.4993034304461994,0.424644124802858,0.3560261332022526,0.3053009156456389,0.24791863540952452,0.1997679480912546,0.17848776918751014,0.14951898056546098,0.12424446194065294,0.10231453802580356,0.09190343350280683,0.06774045241914642,0.06576223345201554,0.05442675330521632,0.05072735289583506,0.050483929798458824,0.04543202214613883,0.039945007258579204,0.035852086496799454,0.032757345937920145,0.030570621423837478,0.029265988522431747,0.028831057799005178,0.028910895708160966,0.02928119075921088,0.02968366569555621,0.027953081207314108,0.024251263291295275,0.0213722335362104,0.019014683825407518,0.017125836817736988,0.01572716944097172,0.014754406412823204,0.01415458000770609,0.013829086216909524,0.013656363093257429,0.013773982266151018,0.013859266091813953,0.01339276856325634,0.01201237394685676,0.010697692741498354,0.009593443497948448,0.008776225991348688,0.00793291334986658,0.007344347804340004,0.006891837439186129,0.006653002827829388,0.0064647817479994134,0.0064343600651550585,0.006590165637607763,0.006683969354857503,0.006890658273143077,0.007163131289071726,0.007244671792246277,0.005408409609586336,0.004678050279937825,0.005549707815558669,0.004371511862273011
40030-02-09-01,40030-02-09-01,4u_1735_444,4U 1735-444,4U_1735-44,NS,1999-09-21T13:08:16,1168.0,249.5825559799261,11.008229690772234,238.57432628915384,True,True,,True,40030-02-09-01,data/provenance/rxte_processing/40030-02-09-01.json,15e3e21623573cc517cb5f3ab40ee96ca417c59ec841bb5d26d34ce38a85b991,PCA_OGIP_RATE43_OVERLAP_V1,0|2,NOT_CORRECTED,46332bb215759d10fc273588e7a05aac89e726c8745f10b7fb34686ab2096032,27.757273182706268,24.40007738047489,22.410299391828858,20.427227832224386,18.424366502331587,16.33179665380441,14.35069507327333,12.608629476737423,11.09256528606991,9.81295733275122,8.544814994829494,7.3642236209595655,6.421535786317795,5.558187503279395,4.841114035945388,4.24882117341907,3.6571471242115203,3.156680352361529,2.7236071788765868,2.3129565542900172,1.9443049710025226,1.6563168570294748,1.3748272070863135,1.195989645320961,0.9591347631745003,0.8572892166157983,0.7293924543621813,0.613462731094858,0.5070977720089463,0.41988702668041167,0.3480674637238389,0.282751540946901,0.2431901388036854,0.19881234706794776,0.16867029906292552,0.14614605966163358,0.12027316296895166,0.10160997172659428,0.07311338307550155,0.05832920502771149,0.0555479021121926,0.039794786184586144,0.03534094772277633,0.10575394267454266,0.09466928309464197,0.0837743167615021,0.0748895274161564,0.06812428388615073,0.06313713109959028,0.05999358787235932,0.05857298687605811,0.05846138330684606,0.05942683270847923,0.059655836490365245,0.05549249646962774,0.0483494316185836,0.042245455137430714,0.03740675780836381,0.033882111263386146,0.031073450112341153,0.029192102710955972,0.0280013315815126,0.02719432539974679,0.026630271598975675,0.02666693587429664,0.0266578677515298,0.0259571711347479,0.022944468187692656,0.020904704786053302,0.018884179501820413,0.01711617245461562,0.015452802323258703,0.014170367964064994,0.013198868224816532,0.012540921208048502,0.012517961015878995,0.012487447743114805,0.012797359646349397,0.013146737992745967,0.013539771326587508,0.014074536851384116,0.013973602086476007,0.010595262636246479,0.009155858856652703,0.011018560314953978,0.008680076824339354
40031-03-03-00,40031-03-03-00,gx_339_4,GX 339-4,GX339-4,BH,2002-05-20T01:14:24,927.999999999998,239.4748630237149,9.212640417407968,230.2622226063069,True,True,,True,40031-03-03-00,data/provenance/rxte_processing/40031-03-03-00.json,6ed5681a99559e6c0c467a0505dc59068ef64ed8d4b1024e6cabd711ca28c28f,PCA_OGIP_RATE43_OVERLAP_V1,2,NOT_CORRECTED,33b68f9e3f248f5c0b2e605899e0803b385615da6117b8046c8412ba244a82fe,58.036272122630905,39.682835858841386,28.85531052199819,21.349220758423183,15.749109480902504,11.698805643299812,8.627611253589903,6.7212687686724975,5.303683065363829,4.368298372549123,3.573304529463444,3.0945042783658936,2.6573392032642738,2.353762101204439,2.0271405943773764,1.7508391435700847,1.5592600364645195,1.405900439177286,1.249895175216601,1.084002755429598,0.9686056019816963,0.9461778375027576,0.847901190512923,0.6758076782699068,0.6046792525953382,0.601289396737218,0.5089801837205721,0.507428881458047,0.3993410513570621,0.379188874138555,0.35976582189593587,0.3303083255727755,0.2790127738201626,0.2328144266435992,0.23011434552424007,0.21301957143529587,0.20677551928150273,0.18707531864657875,0.1541221773882074,0.14283108130582334,0.12003180594613777,0.11308382263834013,0.10550356512940876,0.21709958155791237,0.16483756256032944,0.13432685141256745,0.11641135136564675,0.10621395766440428,0.10156509827128235,0.09384828849360191,0.08074269879453234,0.06559407763641828,0.056049256828443486,0.049220058135478424,0.046555271060789376,0.045752170315824514,0.047095959736328435,0.04859907008052597,0.046261329409979825,0.04042818024156444,0.03598336116325801,0.03255514596129793,0.029913385782139215,0.02872860039212641,0.02972382794698529,0.030450879849336004,0.030915689634408165,0.03203816586091988,0.03154837740791355,0.02767730247815474,0.02601754780426053,0.022544485252917662,0.021052359782100113,0.02039819692486053,0.02029604002905815,0.020455437076725428,0.021052959945113803,0.022673740025199212,0.02321845923163951,0.02240576145560057,0.02020446609115564,0.01667455602801315,0.012464456477550826,0.016810562515786102,0.012122949676642089,0.017498822107166127
