obsid,module,status,channels,matrix_rows,energy_min_keV,energy_max_keV,arf_min_5_25,rmf_row_sum_min_5_25,rmf_sha256,arf_sha256,generation_log
10601308002,FPMA,PASS,4096,4096,1.600000023841858,165.44000244140625,88.67546081542969,0.9788243770599365,3c192886efb6dab838a140eccc3c46651c61940401c1ac0a98da866a602990c4,4ba92f7e30f398ce3f3520f950d066a0028bc3b3757d41c5d122e02a2692e6ec,data/processed/nustar/10601308002/x1_A/products_local/task.log
10601308002,FPMB,PASS,4096,4096,1.600000023841858,165.44000244140625,87.22410583496094,0.9784675240516663,a8d903a1062edb551c2a8e5ba0c18054466933e919e40eaea9e48523c1f1f090,4718a1dcea37b559d67b91378f85e45d831880c14fabe7f4df4e4f3016f04894,data/processed/nustar/10601308002/x1_B/products_local/task.log
30363002002,FPMA,PASS,4096,4096,1.600000023841858,165.44000244140625,89.5783920288086,0.9788243770599365,8a3d9a76f7f9c11bd79ec40257168fea922c772c6ffae7e55e11baf8d6f77236,01173e02c964ac67a8badb3954df8b036d579fee3bef4590e7d2617af397e5a9,data/processed/nustar/30363002002/x1_A/products_bright/task.log
30363002002,FPMB,PASS,4096,4096,1.600000023841858,165.44000244140625,86.27326965332031,0.9784690737724304,96bdd08b0c3f644ce92a5f01af99511bb09482be611c8ba1548ad000df999d3a,73b276a70e72f5aaf364121973bb170362916f8d38cf5d692d4db91895fa0886,data/processed/nustar/30363002002/x1_B/products_bright/task.log
