provenance_record_id,observation_id,rxte_obsid,source_id,status,original_location,raw_path,raw_sha256,product_path,product_sha256,acquisition_date,preprocessing_method,feature_extraction_version,source_mapping_reference,source_mapping_status,flux_units,error_units,error_definition,zero_error_policy,zero_error_reason,energy_grid_id,pm_definition_id,processing_log_path,processing_log_sha256
60035-01-02-01,60035-01-02-01,60035-01-02-01,sax_j1750_8_2900,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60035/60035-01-02-01/stdprod/xp60035010201_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60035-01-02-01/source-33322c932ca8.bin,33322c932ca841c3c398251783e9c161d333339f8075eaa348a781cd628ab6ea,data/processed/native/60035-01-02-01.npz,567235cc1db6170eee0c6ef88a5369a827a1b6eaab8b40f18dfcbcac8bcacda6,2026-09-22T11:16:25.597842+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60035-01-02-01/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,c86af4a45c15a4c154056356cb1b231071d53357b00a94cfe80d88475dbf108b,,data/provenance/rxte_processing/60035-01-02-01.json,e63c6ae6dd7e12b5dd5b1a38fddb7e100919930299452bfaec0c08d8ae5b9d97
60042-01-01-01,60042-01-01-01,60042-01-01-01,4u_1735_444,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60042/60042-01-01-01/stdprod/xp60042010101_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60042-01-01-01/source-1877f824a0ae.bin,1877f824a0ae032bf1effe6a1cb69c84f7f2085276f57c016ce741534a3dbe38,data/processed/native/60042-01-01-01.npz,84943a937807f80d3d8ee99ea14ceb653b2682eeae5476632a11f18af7f74286,2026-09-22T11:08:37.534484+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60042-01-01-01/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,b89b6d2d5c20d21aaf70a183c8e650cce04a2e9e564165683ea75f296f8fda54,,data/provenance/rxte_processing/60042-01-01-01.json,a6a0b092cdcdbdda1f50bb9cac0f35cc7f241942ec47d376d2cca1bec7393c99
60048-01-02-00,60048-01-02-00,60048-01-02-00,mxb_1658_298,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60048/60048-01-02-00/stdprod/xp60048010200_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60048-01-02-00/source-e8bb3b9d2c38.bin,e8bb3b9d2c389eb09d0b0148d9e555472af0d3f345abe53f3eb1c6daac87d4ee,data/processed/native/60048-01-02-00.npz,d0120328e16c5844a0646ffc406235640194eee1e434d29cfddd20bd9ec055e0,2026-09-22T11:15:56.744094+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60048-01-02-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,8397757f62b07dec4fc380fe56572209cd4fc1eb6c69a29960c58a3a7d47a2be,,data/provenance/rxte_processing/60048-01-02-00.json,5d751b4a1b20c5dacc86938c501a95f2925956785b045eba96b7549036d45c26
60048-01-04-00,60048-01-04-00,60048-01-04-00,mxb_1658_298,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60048/60048-01-04-00/stdprod/xp60048010400_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60048-01-04-00/source-14134b87a529.bin,14134b87a529fa7b94c7361355d1b92a3b4c57b6b28649dca72317594fed499e,data/processed/native/60048-01-04-00.npz,4deb4d015fb16750b61c0f10c1e4dc87589be34831aec21a1127ec1d959c71b4,2026-09-22T11:15:58.135647+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60048-01-04-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,55169a3cf9a4a12fc4b9ec10755ba4d63e22692ba79ffa498d818a6d066fb888,,data/provenance/rxte_processing/60048-01-04-00.json,86bc8c8de0351f85102eb749ca22959b502ee6946895662a696f6b872ea92a48
60048-01-05-00,60048-01-05-00,60048-01-05-00,mxb_1658_298,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60048/60048-01-05-00/stdprod/xp60048010500_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60048-01-05-00/source-0cce7156889b.bin,0cce7156889b082a3b71280e33ddaa072af7171fdd41b557535c961cfc114d72,data/processed/native/60048-01-05-00.npz,ad5669d4b6ccc5f8e674dc4b897916cc2425743c47c861d1e298de8038c736b9,2026-09-22T11:15:59.416334+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60048-01-05-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,0efb90217d1d3021372b15ef72d3d15416625d8d2b220d3bce9071ca18ab2e1e,,data/provenance/rxte_processing/60048-01-05-00.json,5c1bec247fa82dd1987a82572bac2809c87a141844760078849b32348c2fbe8f
60048-02-01-00,60048-02-01-00,60048-02-01-00,mxb_1658_298,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60048/60048-02-01-00/stdprod/xp60048020100_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60048-02-01-00/source-c0b45061bb7c.bin,c0b45061bb7c4cedb1d47ef205e324982922f5c2deda733aa7b569458615f175,data/processed/native/60048-02-01-00.npz,8f6022e2015334421a8066fcd4f2a37dc75d440c18f94558a3e35f1d93829860,2026-09-22T11:16:00.949317+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60048-02-01-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,959806a48126dbe38fc5a73e22bef65d8177c8e6f879e410d5bd8a88fa773982,,data/provenance/rxte_processing/60048-02-01-00.json,e4949ef9e8d266cef975b02df34144261f32a1f7b29019a37f370a84f0624e3e
60048-02-03-00,60048-02-03-00,60048-02-03-00,mxb_1658_298,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60048/60048-02-03-00/stdprod/xp60048020300_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60048-02-03-00/source-37f281511321.bin,37f28151132135b0e3542fc1cd71a27bd7369408452615ae8247591082be1918,data/processed/native/60048-02-03-00.npz,dca8accdaff65e2d8624d49d051187af6c709214b2cac8743d407ee0cdb9aabc,2026-09-22T11:16:05.044999+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60048-02-03-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,6a4e204bc2ea85c66bedb56b5edcdbe960ce185c888c4dc41b296c06e27ef1b8,,data/provenance/rxte_processing/60048-02-03-00.json,a47c9f241d6719654e4edb1762dc1c4ac072e23bfe33a737412b96e6ada2f49a
60048-02-05-00,60048-02-05-00,60048-02-05-00,mxb_1658_298,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60048/60048-02-05-00/stdprod/xp60048020500_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60048-02-05-00/source-842a93262c73.bin,842a93262c733ed5c227f33e518a7248c0909094ff7c22c3b0d663562cce614d,data/processed/native/60048-02-05-00.npz,f801d8b30119b6ea491412808c8f7ac1d53315b9eb4a1358994d10674d7efe4a,2026-09-22T11:16:05.650635+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60048-02-05-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,22fcc9271e7818876fc0b3a2c91678ba9e6f9a74c930a2070b8a00742cbf75c1,,data/provenance/rxte_processing/60048-02-05-00.json,32036b83492ed4ec037062e7bd3e3b42ce40ca37ab28c24e496973ae0679d484
60048-03-02-00,60048-03-02-00,60048-03-02-00,mxb_1658_298,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60048/60048-03-02-00/stdprod/xp60048030200_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60048-03-02-00/source-a98f03150f91.bin,a98f03150f91ec74397c226f6f1eff5c42b22ce00d82f221c3a4ea517c5c42e4,data/processed/native/60048-03-02-00.npz,6844fdad6f50f114f240f64679c0fb0c1f5977926527c7ec3bf4aa56e5e025d2,2026-09-22T11:16:07.900292+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60048-03-02-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,1ca3a47bb698ff0ffb8a05ee4a26ad13dc1f40e423974036e313a06ae179b23f,,data/provenance/rxte_processing/60048-03-02-00.json,e6013ad93cffe95d3a636f1b3e9a59babd6c2f5f70f330657536d126a9576902
60048-03-03-00,60048-03-03-00,60048-03-03-00,mxb_1658_298,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60048/60048-03-03-00/stdprod/xp60048030300_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60048-03-03-00/source-109c154e0e2a.bin,109c154e0e2a310ae5ea97ea49df9a59fd507b15f287288f5082c1b9f5af9bd8,data/processed/native/60048-03-03-00.npz,7407c400f1321e2e2b1d9be7542d1e1d18f6f3372ddc375464a5cb2f84098ad9,2026-09-22T11:16:08.086412+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60048-03-03-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,1ca3a47bb698ff0ffb8a05ee4a26ad13dc1f40e423974036e313a06ae179b23f,,data/provenance/rxte_processing/60048-03-03-00.json,0620175b7ba34719e22123ba5d8df93f3bb9ff54d3922e01fb676d9ffe0cd31b
60048-03-05-00,60048-03-05-00,60048-03-05-00,mxb_1658_298,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60048/60048-03-05-00/stdprod/xp60048030500_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60048-03-05-00/source-483ba3c8da8b.bin,483ba3c8da8ba6d478f6bc1ea78cfaffef983a640113bb06c712c0fd69e6142a,data/processed/native/60048-03-05-00.npz,01259f5db81cd6cfcbbbab9f96fd2f8342e277f5cc2c0eac12f1c3dc628e0cd2,2026-09-22T11:16:09.477286+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60048-03-05-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,9baa220e43a976b564ccb651194fdde35dd5ed5c28acf2101d6e6393288a724e,,data/provenance/rxte_processing/60048-03-05-00.json,2c7e29077106ce66e3bb0ea9fcb8093c8998af8f3f0de57ce6bd9bc843320ea8
60048-04-02-00,60048-04-02-00,60048-04-02-00,mxb_1658_298,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60048/60048-04-02-00/stdprod/xp60048040200_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60048-04-02-00/source-17774c2a4094.bin,17774c2a4094ae7f367994989f1a7ef1eba1b3c688ed1cc62cfa435bab46e923,data/processed/native/60048-04-02-00.npz,307a3151a8b45969cfa61cb549c1dccb58a790a9ab6ea1b854d5718687702ba5,2026-09-22T11:16:11.058026+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60048-04-02-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,21fe8ed15e4535fe92d8784e4c84a90235c4b05232f2d29ddce3d8833a55c366,,data/provenance/rxte_processing/60048-04-02-00.json,949be1bd323c845cdbcef931ec7d802f16eaa060b3ee399c62fc6dbd10b9eef3
60048-04-04-00,60048-04-04-00,60048-04-04-00,mxb_1658_298,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60048/60048-04-04-00/stdprod/xp60048040400_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60048-04-04-00/source-d06cbcc81668.bin,d06cbcc81668b9ba53d0ef2d1811d27e73fbd67cd620fe57ed0d970a2e8f5f1b,data/processed/native/60048-04-04-00.npz,2b31b577e0bb1cfee671faeb4a7a7eb9d0767e22eb2e6047ab288dd2657558e2,2026-09-22T11:16:15.492942+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60048-04-04-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,510e05db553e7c400efb35f1bb4af9c04aac93f1575dec40814c723c99836bcd,,data/provenance/rxte_processing/60048-04-04-00.json,a9ec0fe5395b9b57f8e2b49207cbf09cf30b997c7aee8996a726f8f912badca3
60052-01-03-01,60052-01-03-01,60052-01-03-01,4u_1608_522,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60052/60052-01-03-01/stdprod/xp60052010301_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60052-01-03-01/source-35cc4fdcd1bd.bin,35cc4fdcd1bd91f6cdc973f5fcbeb9f70cca5024c700c895311e35ce914838fd,data/processed/native/60052-01-03-01.npz,522ed6d374f0899d70ed3a91e6a5d637bca53a33621f266b9f88f8f24086125c,2026-09-22T11:04:19.726995+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60052-01-03-01/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,6f1ad92c1823b7bc21e03059706f9dff1b0645e513e981ecf3e11baa802c9d7f,,data/provenance/rxte_processing/60052-01-03-01.json,c1d8e0066a2cf489b0e02bd47e5e2cc191798578ecec6a019d04eb0ce5d1f612
60052-02-04-03,60052-02-04-03,60052-02-04-03,4u_1608_522,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60052/60052-02-04-03/stdprod/xp60052020403_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60052-02-04-03/source-94341322dc55.bin,94341322dc55580a38cc2f4a6be9c6b1df4b311dac6187c23df16c1fe05aeb3a,data/processed/native/60052-02-04-03.npz,e1b063524f02058f715c7bf2f6525c2f35f01433b901cd9513187d31a73d72be,2026-09-22T11:04:19.199379+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60052-02-04-03/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,b3c2a674fa1dc65b14805286c6eded2c270d3fbfaccd439a0c4ea7acd6ec49ad,,data/provenance/rxte_processing/60052-02-04-03.json,67d5f15cf8afb138f4df6e1853a1f368e4c525c8a5108139bbe23b1750980a11
60054-02-01-04,60054-02-01-04,60054-02-01-04,aql_x_1,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60054/60054-02-01-04/stdprod/xp60054020104_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60054-02-01-04/source-090bf6709521.bin,090bf67095211cb09b7efc0b36620c5cd99e1f3f0fc37d0c20003c1b0e82be4c,data/processed/native/60054-02-01-04.npz,a378d8a568d46bde7edb439a83d7aa1f21561bd371f86c0fe22a01201a8a92c3,2026-09-22T11:09:59.598916+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60054-02-01-04/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,c8ad941193e6bdce14a03dfc0992dcf2c9286c607eb100c7cd9079cebafd4c99,,data/provenance/rxte_processing/60054-02-01-04.json,0d26f988f0681e91a52346bcf92c7ff7b2cc9de532fe89c14ff0202d196cd805
60054-02-05-02,60054-02-05-02,60054-02-05-02,aql_x_1,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60054/60054-02-05-02/stdprod/xp60054020502_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60054-02-05-02/source-4e337034d5ab.bin,4e337034d5aba066f2bfb7fd6f131168186f6b746863ece9887d4e6d903c3675,data/processed/native/60054-02-05-02.npz,974cb263b4dda8186ac4b81363c9e7297b5ef0f3900f36040484ed3cda77f195,2026-09-22T11:10:05.367221+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60054-02-05-02/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,57504aa8cb7e7d29ff95df7a2735656f28b52f05b67002b07e5460f04dd72151,,data/provenance/rxte_processing/60054-02-05-02.json,0e1cd7aaa0620888df23f6d7a254164e4bc109808918d37deb7a8009d67414dd
60083-03-01-00,60083-03-01-00,60083-03-01-00,sax_j1808_4_3658,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60083/60083-03-01-00/stdprod/xp60083030100_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60083-03-01-00/source-24e926297316.bin,24e926297316696826362ffe7f2e9108855acaadc9dcc90ea374e82081f41749,data/processed/native/60083-03-01-00.npz,d8fa664e8a100b010de31638a4cd3a70bdd5142696c075b3a1f1d6e6f3381b03,2026-09-22T11:18:11.279084+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60083-03-01-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,f848365b2bb788c61305131c4dfe711c4b6eb33639801994c4bd42e23feac882,,data/provenance/rxte_processing/60083-03-01-00.json,f78bcbff5f20626f0e7961f26d28547a609141e12465333f668bb41bcb96381b
60083-03-06-00,60083-03-06-00,60083-03-06-00,sax_j1808_4_3658,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60083/60083-03-06-00/stdprod/xp60083030600_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60083-03-06-00/source-8c82570880d3.bin,8c82570880d3b9befeca78e4a35a834aba528f462faaba3e694745f8473323cc,data/processed/native/60083-03-06-00.npz,76624812e2941fbe163fc9538fe9777160dde95e98bbaaac40bfc3c93aa1c06c,2026-09-22T11:18:13.922591+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60083-03-06-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,78a0347257c9f5d33c20acd847f3b0bd049d2b6f3e055ba14bd6d31c07ac1ebd,,data/provenance/rxte_processing/60083-03-06-00.json,02f9a7d1846d4422796de68de124cc9a847840a37accace07125f4249b8bf55c
60084-03-01-02,60084-03-01-02,60084-03-01-02,sax_j1750_8_2900,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60084/60084-03-01-02/stdprod/xp60084030102_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60084-03-01-02/source-e12fd46dfb6c.bin,e12fd46dfb6cb2afda0cb7c93b9c9e90821749766f3aa5b96dccd1e9631c47de,data/processed/native/60084-03-01-02.npz,cd790d49ddeb0f9795250b98338b43e25955a8f74eb7e7f3dd4b27b0a80bffa3,2026-09-22T11:16:21.442371+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60084-03-01-02/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,9ea7b5a62aeebd17771ca7cc10cf0d732f28d9b287877a1410f80f4f7e86319a,,data/provenance/rxte_processing/60084-03-01-02.json,3414467c04849701b44903c5f2319eee64d2301e4a4557be10dc8e43cf953bce
60084-03-02-00,60084-03-02-00,60084-03-02-00,sax_j1750_8_2900,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60084/60084-03-02-00/stdprod/xp60084030200_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60084-03-02-00/source-fc870a4fde71.bin,fc870a4fde71dcaa66f841f042a62cd74a9b11ec5d65fc744b56def6d5708c19,data/processed/native/60084-03-02-00.npz,c8c3cfe29706eb63c97705d507f5dfd9a74537c3fdc61ebb715198a1105e6d0d,2026-09-22T10:56:38.201730+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60084-03-02-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,8f445732b5b35ffae590461faa3a357d61312f3796b23f97d46a06d3b6733868,,data/provenance/rxte_processing/60084-03-02-00.json,3746de66bd7ff94e5054ca23b654b935bdb795c8abe2bf883312863d3b3cdfb7
60117-01-01-00,60117-01-01-00,60117-01-01-00,sax_j1750_8_2900,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60117/60117-01-01-00/stdprod/xp60117010100_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60117-01-01-00/source-8937ccb9a271.bin,8937ccb9a2718c22c3d1e01a74ac68d5b5d2e37c4fc945b99f33abac44790b14,data/processed/native/60117-01-01-00.npz,013cbf14966a3f5a3523b2cd6a8ef2fdeedd1af87a9881c8d224f509dd1b7bf0,2026-09-22T11:16:27.376966+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60117-01-01-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,37a041656d57435abd32b7dfa6a88c3815708d8a979fcb6006b0cbda2eaf1a1a,,data/provenance/rxte_processing/60117-01-01-00.json,6b36d397eb7028fe6d7b45c3265c94207a88f35e42fadf0f885a2a65a61ab06e
60417-01-01-00,60417-01-01-00,60417-01-01-00,cyg_x_2,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60417/60417-01-01-00/stdprod/xp60417010100_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60417-01-01-00/source-49fc27376ec3.bin,49fc27376ec39674a6818b904a13028b1c25c02443a2e79b9a9d255c163fce1b,data/processed/native/60417-01-01-00.npz,3fe13b99df5366ca8b572ba203f7e635bb8c60fb185c1e6f446f4ccc92e94b5f,2026-09-22T11:10:52.264127+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60417-01-01-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,7313c9e2ff27b9751c552c6cce74552bc687146921dbde83bbcc508598d33a33,,data/provenance/rxte_processing/60417-01-01-00.json,25c5e66dd1dc3be0dafcaedfdc7f045ec0b131591217629c6e9776f0d36fb33c
60419-01-01-00,60419-01-01-00,60419-01-01-00,mxb_1658_298,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO6/P60419/60419-01-01-00/stdprod/xp60419010100_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/60419-01-01-00/source-979ef919d4c4.bin,979ef919d4c4bee4ecf946d2deb3c9d9cccd52edd42beb5a2cdff38152550eb8,data/processed/native/60419-01-01-00.npz,3790496060e61866e24157fbcd3e5260b7dc1a48dcb8047f6ba31b6546740a8b,2026-09-22T11:16:15.803790+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/60419-01-01-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,39ee20805cb53d4cd0565af0ecabcea38af73f25a3768738e91294600b4e200f,,data/provenance/rxte_processing/60419-01-01-00.json,e40a1e535950645c9729b6a5233a7b7685863a12297b952e24f9e3a607dce9d1
