provenance_record_id,observation_id,rxte_obsid,source_id,status,original_location,raw_path,raw_sha256,product_path,product_sha256,acquisition_date,preprocessing_method,feature_extraction_version,source_mapping_reference,source_mapping_status,flux_units,error_units,error_definition,zero_error_policy,zero_error_reason,energy_grid_id,pm_definition_id,processing_log_path,processing_log_sha256
80138-03-08-00,80138-03-08-00,80138-03-08-00,slx_1735_269,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO8/P80138/80138-03-08-00/stdprod/xp80138030800_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/80138-03-08-00/source-1f880a440cb2.bin,1f880a440cb21ad9b37ee2717f490a448c22d7e5e9a2666cc96dfac66db3f197,data/processed/native/80138-03-08-00.npz,f0a93b67ffe2bb935fc8aeb4fa1517bf185684c71ba1ce7e103fcfa12a9b5180,2026-09-22T11:20:41.043575+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/80138-03-08-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,3dc6df7e3f43846aeb33b719a42fd90853b1fa9a1586066858bd7a642853a935,,data/provenance/rxte_processing/80138-03-08-00.json,0417576068e6b8f9376a753d8a6cddcc2e25b2fd1a80172a123747a3cb308201
80406-01-04-07,80406-01-04-07,80406-01-04-07,4u_1608_522,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO8/P80406/80406-01-04-07/stdprod/xp80406010407_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/80406-01-04-07/source-84a30373ee7d.bin,84a30373ee7de824575d84a0b147c7a8ca10f75afb0f4304b371d5ae99d43479,data/processed/native/80406-01-04-07.npz,05c1a527a8fef8ffc83fad52ad11d78061d998de51457a5915aa3e229820cec6,2026-09-22T11:04:28.132444+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/80406-01-04-07/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,cbc038c58e5d5ef106ff020d729b2d620006b7b9d525f06edba4a67c26596b29,,data/provenance/rxte_processing/80406-01-04-07.json,00d671b8a12e9ccf10be551d48cccb2475f1d123f787518c5b26862d0b524471
80406-01-10-03,80406-01-10-03,80406-01-10-03,4u_1608_522,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO8/P80406/80406-01-10-03/stdprod/xp80406011003_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/80406-01-10-03/source-c0a7a954c17a.bin,c0a7a954c17a14ae276ae06572788a118115b2d3798cf347746b53b1e68f347c,data/processed/native/80406-01-10-03.npz,8753d29d9a5225e1fccbe4d1c9cf75ff03933333dbdaf03847544a238d8000cf,2026-09-22T11:04:29.252498+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/80406-01-10-03/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,de47fbc2c2140d245858d0782e3b1e1726753a86f3799b4ee8aeda347f3923ff,,data/provenance/rxte_processing/80406-01-10-03.json,b530a84fd189209f582d6e64443a6b2c7afbc7ebd502c834388b66c8810e35e5
80412-01-02-00,80412-01-02-00,80412-01-02-00,xte_j1550_564,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO8/P80412/80412-01-02-00/stdprod/xp80412010200_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/80412-01-02-00/source-6e5f922c3e17.bin,6e5f922c3e1708572ab93552f104caf92b5b3d28c4f3bbfd166baf1150617ed9,data/processed/native/80412-01-02-00.npz,76fe27620be983f6b9a1fe5d8d42897875d5acfffbba1b26f2846053bfb325bd,2026-09-22T10:57:20.033019+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/80412-01-02-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,42180ce1f76bd16f767d8bdec38f75d6d1bf4b769285505a4d6106e2f6d27455,,data/provenance/rxte_processing/80412-01-02-00.json,c48d8b092b4ac775819bebb3c43438114f1672af50c5551346e0a10d5b08d4ea
80414-01-02-00,80414-01-02-00,80414-01-02-00,4u_0614_09,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO8/P80414/80414-01-02-00/stdprod/xp80414010200_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/80414-01-02-00/source-b9eab6091475.bin,b9eab60914755486b91ee9cbcab43d0367d0504b46a03d8dbdec72da3d1a5cf7,data/processed/native/80414-01-02-00.npz,bef3c4d8424a02f9f5ab5d03e5f8bddddd7288423a2adf82b4ef51323d4c56cd,2026-09-22T11:02:43.372807+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/80414-01-02-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,cd413e24be6169876f93892bce87fd68bac0b85731682dad4893e48746c35bc2,,data/provenance/rxte_processing/80414-01-02-00.json,7ad31ab3bda9f2871b55b8e9e7787c359ac4a053aeea66ea6ae81aeb7bd5358f
80414-01-05-02,80414-01-05-02,80414-01-05-02,4u_0614_09,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO8/P80414/80414-01-05-02/stdprod/xp80414010502_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/80414-01-05-02/source-d9a33174791d.bin,d9a33174791da70865847633140d462e03fde223bbeb9eabbb6bbc6feafd78d1,data/processed/native/80414-01-05-02.npz,b3bc7c0425341e2ad902bbd3313c4e7b0edc0a9137f6e66c537364de602e3479,2026-09-22T11:02:43.796881+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/80414-01-05-02/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,3dc6df7e3f43846aeb33b719a42fd90853b1fa9a1586066858bd7a642853a935,,data/provenance/rxte_processing/80414-01-05-02.json,23700c93d4b2e40e3a4fd992ec5f61cd3c89bb5b4dd9507986c1700c903a8b19
80421-01-01-00,80421-01-01-00,80421-01-01-00,v4641_sgr,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO8/P80421/80421-01-01-00/stdprod/xp80421010100_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/80421-01-01-00/source-ad7a18f9dbeb.bin,ad7a18f9dbeb47059defe8540bd8dcb9a56c27caeaf9d0da667f67d36e2c55bd,data/processed/native/80421-01-01-00.npz,16f8e62411541a1c119e8ffcbbd18bd3a31ec0ff84e843e0233a603e252b42f5,2026-09-22T11:21:18.423588+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/80421-01-01-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,68b82ccba2698538c54fbb6fb0338cafa8794e6933ae5c0ae1ce2b0adb323de7,,data/provenance/rxte_processing/80421-01-01-00.json,7f1f3dccbf95eefc44ced32235862df4534df0e185cc774411ffde48b891e473
80421-01-01-01,80421-01-01-01,80421-01-01-01,v4641_sgr,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO8/P80421/80421-01-01-01/stdprod/xp80421010101_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/80421-01-01-01/source-9dc0dedde7d9.bin,9dc0dedde7d9e587757fb67b90be5b818aa7a3a1fb5e822c0d3af0221c564591,data/processed/native/80421-01-01-01.npz,9462edbc163e82215d03aec784487f783fc65bc4ba4f04f087f50a47e908eea4,2026-09-22T11:21:18.851298+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/80421-01-01-01/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,68b82ccba2698538c54fbb6fb0338cafa8794e6933ae5c0ae1ce2b0adb323de7,,data/provenance/rxte_processing/80421-01-01-01.json,ff1b519d59c401190575c5e819f1daa4737a74013cb316e82da86fb56843bccf
80421-01-01-02,80421-01-01-02,80421-01-01-02,v4641_sgr,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO8/P80421/80421-01-01-02/stdprod/xp80421010102_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/80421-01-01-02/source-ef7a3582e32b.bin,ef7a3582e32b755d836275ebe4090e608342ca5828f550b32660acce0b041c70,data/processed/native/80421-01-01-02.npz,8d0dc53b26236d99d0e8208ad60f33a15ff1d39f38901465551790562a1f947d,2026-09-22T11:21:20.104537+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/80421-01-01-02/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,68b82ccba2698538c54fbb6fb0338cafa8794e6933ae5c0ae1ce2b0adb323de7,,data/provenance/rxte_processing/80421-01-01-02.json,faf170390d1d043dbcea94b3088f895c78be8a276aea20a9a9df70d59ca7c66f
80431-01-02-01,80431-01-02-01,80431-01-02-01,1a_1744_361,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO8/P80431/80431-01-02-01/stdprod/xp80431010201_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/80431-01-02-01/source-d1c9e48b00a8.bin,d1c9e48b00a8b9d26d810d642f34c73ac22106ec7fd71c734013abc7cb13ea60,data/processed/native/80431-01-02-01.npz,6224d68f36593840912e7c8a9a4569af15d8ca4f7cefc18c3a2700bcbf67c75b,2026-09-22T11:01:30.901520+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/80431-01-02-01/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,bc437cd4fc1a39e8dec1603573d2ede2de0b93723f154bd67c833a5c7d9915de,,data/provenance/rxte_processing/80431-01-02-01.json,2ac7e1e265146330fcfb8a83b7f14448b8f8e02d185e488e594325ec64decda6
80431-01-02-03,80431-01-02-03,80431-01-02-03,1a_1744_361,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO8/P80431/80431-01-02-03/stdprod/xp80431010203_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/80431-01-02-03/source-ee653ddd7d58.bin,ee653ddd7d5856b0eb6cda4a48aef1e3d013c14a5646aabaa15e54366e168d18,data/processed/native/80431-01-02-03.npz,0b2320bafbfbd4f75e8c9a276c214821f4c03d8dc82ac633bf9c57dbf0191e8d,2026-09-22T11:01:30.892515+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/80431-01-02-03/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,9fe573b6dc60d5338a5883ce240f05be068d7c409508c518d8f7d80a1beb30cc,,data/provenance/rxte_processing/80431-01-02-03.json,b28e649148c2378c0f88ec065f43be1c4e7cf7513329e480a207b6317b16641e
80431-01-02-04,80431-01-02-04,80431-01-02-04,1a_1744_361,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO8/P80431/80431-01-02-04/stdprod/xp80431010204_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/80431-01-02-04/source-e91e29f2532d.bin,e91e29f2532dfa5700f6bc9b3af73a1247c026677a001e7d33f9050ce5ea88ef,data/processed/native/80431-01-02-04.npz,96aea79d151300ec86cacfe6d773534cdd03c27f2366b0e59946b5207f8f85db,2026-09-22T11:01:30.873230+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/80431-01-02-04/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,9b8e3b8a31e867c8159f8469c1ce974ae6c2a897a8ad2f4a6f3e12517f1a597d,,data/provenance/rxte_processing/80431-01-02-04.json,d28274b94ec59eb56e372f7a4b8d729cf409016a11338a2d32dcc49b9c20f59a
80431-01-02-05,80431-01-02-05,80431-01-02-05,1a_1744_361,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO8/P80431/80431-01-02-05/stdprod/xp80431010205_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/80431-01-02-05/source-c263083bd752.bin,c263083bd752b8366974ee45f194da1139daff5ad60a10a8ac89e7b0c32ccf79,data/processed/native/80431-01-02-05.npz,fcfe92e5b1f93daa422465837c8e06d96146fdb56e24eceb7aa8f2f8e36e27e9,2026-09-22T11:01:30.887676+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/80431-01-02-05/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,9c0fdf59bc4520bbcde7f54632797c087d35e9b34b66920555d7ec4aad5f1992,,data/provenance/rxte_processing/80431-01-02-05.json,6de31fb57de5fa119203a2bd82e3fbcc7a34fdd4c2748f843f4cf6e3bf766bb8
80431-01-03-00,80431-01-03-00,80431-01-03-00,1a_1744_361,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO8/P80431/80431-01-03-00/stdprod/xp80431010300_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/80431-01-03-00/source-2eea62f4ff56.bin,2eea62f4ff5653c60ea1f74c38540c6720cc46dc5b0936495ccd7f76edb8d954,data/processed/native/80431-01-03-00.npz,27a00cce856bb3d283a41a3d392dc4243a606dde487ef073818eb5ad85893a9f,2026-09-22T11:01:30.872680+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/80431-01-03-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,4f8c25c6fea2ed8b1748645616ab688296abf4297c115c6039307fdfe522d122,,data/provenance/rxte_processing/80431-01-03-00.json,1a6a3d7efad1ab21c9ab1b9ffc50d54d4fdec56cbe2b74064cca67710383315b
80431-01-03-02,80431-01-03-02,80431-01-03-02,1a_1744_361,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO8/P80431/80431-01-03-02/stdprod/xp80431010302_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/80431-01-03-02/source-ceed7a999f28.bin,ceed7a999f2818900efa870e0c1c9a8c1a4bc348ffca759e48c515d96eb148c3,data/processed/native/80431-01-03-02.npz,5bfa64a58d5ffc11a8d815bee11a961ca6dfada52c1d7b30561de4815f465a70,2026-09-22T11:01:41.947061+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/80431-01-03-02/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,b6fa93cc97eeee39810e43572eee38d43b0f713136f9fc16d2949469c93f01ea,,data/provenance/rxte_processing/80431-01-03-02.json,6adb3fb926d0004087cd950c25e5f6ea15841aa074de69a019a6f5e10ac81e56
90011-01-01-01,90011-01-01-01,90011-01-01-01,xte_j1118_480,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO9/P90011/90011-01-01-01/stdprod/xp90011010101_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/90011-01-01-01/source-baca5d23e5d0.bin,baca5d23e5d0f42ddde2f160394db12fbb84df2a1a06377ba45e64cf2c9553f9,data/processed/native/90011-01-01-01.npz,efe4abbece5b0b32930b07aac9146fc0c5808554dbad0701bdcdf208b8fdc4df,2026-09-22T11:22:32.835488+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/90011-01-01-01/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,9756f45b7b8a2e7f311d105ee4b47693cf1b3b06308e16fcb3c2a7cfae2be3bd,,data/provenance/rxte_processing/90011-01-01-01.json,cc90323e1f20d88dbdb924f7aa37db89ff7696f5bf8f2f72b5cb6c32f9cdc72e
90011-01-01-02,90011-01-01-02,90011-01-01-02,xte_j1118_480,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO9/P90011/90011-01-01-02/stdprod/xp90011010102_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/90011-01-01-02/source-97e52c4bb03f.bin,97e52c4bb03fc270828e86942f8892c648fc247e4575a77ebfe55e7f6967127b,data/processed/native/90011-01-01-02.npz,757c071b87425e715552d36d52edd3ba693461b716b6686b4f384dcd3fa61ea9,2026-09-22T11:22:33.423485+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/90011-01-01-02/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,4d44821c722beb3722dc13e6b1728c242ca3f46b8b88a642c47953a391886839,,data/provenance/rxte_processing/90011-01-01-02.json,0c6a106ec235e3e37d456cf03e4af1d86908358d3478f0a1bde2f8846d632cd4
90011-01-01-05,90011-01-01-05,90011-01-01-05,xte_j1118_480,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO9/P90011/90011-01-01-05/stdprod/xp90011010105_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/90011-01-01-05/source-7f07ad8b4879.bin,7f07ad8b4879d1497ecc9553dddb77cbc68d97bf32b4662eafd8281d52106df2,data/processed/native/90011-01-01-05.npz,abb8be59e38ac3372676a87a1c620836b5feabe6d93968a32ebe503a9642c855,2026-09-22T11:22:40.425990+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/90011-01-01-05/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,9e5d3006f02524d83a3e5e4adea72535ef89bd69089b4afd8ba6402d6cfb302c,,data/provenance/rxte_processing/90011-01-01-05.json,cbaeaa8854c376a17ea1db9c843607d47ad234ef1d930f2a429bb4eb30ca31e1
90011-01-01-09,90011-01-01-09,90011-01-01-09,xte_j1118_480,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO9/P90011/90011-01-01-09/stdprod/xp90011010109_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/90011-01-01-09/source-315b7e26d6aa.bin,315b7e26d6aa30d43f42fa54c54479b8ab546c6715fad7262ed290e3bbed8cb0,data/processed/native/90011-01-01-09.npz,d1f2c1c67f83c26abb116102a24ddb2380a1a796f2863e09394cc9983e70d8ca,2026-09-22T11:22:37.648531+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/90011-01-01-09/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,90266f8e0e6ab4079a23bf25f969d735423c28ec1df20466133c07972529dbee,,data/provenance/rxte_processing/90011-01-01-09.json,a9c14cdf1649c2175d47194ea1a6c794b5feade9fdeedec9bf6c7bd495772666
90011-01-01-13,90011-01-01-13,90011-01-01-13,xte_j1118_480,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO9/P90011/90011-01-01-13/stdprod/xp90011010113_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/90011-01-01-13/source-1595cb2b4f72.bin,1595cb2b4f72205276e098818aa7eb42764585a8aeffe7caa3a46994fdaa4537,data/processed/native/90011-01-01-13.npz,afe23eb22d97358e47e500709cc1de30d420607fb51bde31ac1c08e8e11834a7,2026-09-22T11:22:41.505104+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/90011-01-01-13/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,9a3bdf1088b06767bd89048d0cfc20557b49265f20d59c24e010175078df3793,,data/provenance/rxte_processing/90011-01-01-13.json,ccb3cf6bd28c1adff56b4b605f80c45ab8f8a9f6b5504a071344f45aea478463
90017-01-07-00,90017-01-07-00,90017-01-07-00,aql_x_1,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO9/P90017/90017-01-07-00/stdprod/xp90017010700_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/90017-01-07-00/source-701a5ee54c8b.bin,701a5ee54c8b02d03b236d0b10138c2988eb58c9ec4061d5ca53ee7de466b9bd,data/processed/native/90017-01-07-00.npz,659402e6e1848369116305878681bf4ee260d2e3427fa23a09d590ff664e6eb5,2026-09-22T10:56:09.178705+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/90017-01-07-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,105c997e0389b915ecd97e7ac1a2c01225a909d91c0db4c99f320b9ad47dd7f0,,data/provenance/rxte_processing/90017-01-07-00.json,197b33fb2836870320fd5092c4d336e2a197782a16eb2577dccfeab0f2e4d0f2
90019-01-02-00,90019-01-02-00,90019-01-02-00,gx_339_4,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO9/P90019/90019-01-02-00/stdprod/xp90019010200_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/90019-01-02-00/source-7a6d67ad3c30.bin,7a6d67ad3c30ba4357f90e98328d983ae024d594b30a2cbbb5f446b8ee98dc21,data/processed/native/90019-01-02-00.npz,0bc4502943d1a7706203ae90732e3765c29f6673a6bd61ec2b577c68eb26cef8,2026-09-22T11:12:10.856810+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/90019-01-02-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,c6baa10b2f51d39af51d4f2b7bae2e115fb9e5a6ab8327e16e194ad357a5c352,,data/provenance/rxte_processing/90019-01-02-00.json,fde02c53ab81ded15d941b1fa2bfb99d4de8f21fb622d6da6b965755691dedec
90030-01-03-10,90030-01-03-10,90030-01-03-10,cyg_x_2,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO9/P90030/90030-01-03-10/stdprod/xp90030010310_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/90030-01-03-10/source-ff0f8a2f02ad.bin,ff0f8a2f02adef0f8bda6d298dd517e6d0ed8f7e4d74570c2a34d71d4765aeb6,data/processed/native/90030-01-03-10.npz,b27e6933f5b29fff599d60e6e7b43bee66a463300627a64075d07d6060576a58,2026-09-22T11:11:21.227355+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/90030-01-03-10/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,2832cf047798ff3d6d57d85966e93120638c7cc9d17e8b8145ffb93af0e16d76,,data/provenance/rxte_processing/90030-01-03-10.json,e5c1e35fbf150650d1322cc1feb87e92906c7b75216721f05ec1badcd6bad7be
90030-01-08-00,90030-01-08-00,90030-01-08-00,cyg_x_2,verified,https://heasarc.gsfc.nasa.gov/FTP/xte/data/archive/AO9/P90030/90030-01-08-00/stdprod/xp90030010800_s2.pha.gz,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/raw/rxte/90030-01-08-00/source-73c2bb462a2d.bin,73c2bb462a2d35a623c0a7f2ddb7ef6a010d9657abfb9889fa0e3b253894f85b,data/processed/native/90030-01-08-00.npz,dd44ec2215473e869809f41b7574101b2f6e271efc6ca180cf93e79fe86c3201,2026-09-22T11:10:59.391042+00:00,PCA_OGIP_RATE43_OVERLAP_V1,PCA_OGIP_RATE43_OVERLAP_V1,data/raw/rxte/90030-01-08-00/acquisition.json,verified,recorded count/s/selected PCU/output bin,recorded count/s/selected PCU/output bin,Propagated archive statistical covariance; calibration/background systematics excluded,no artificial replacements,,a59ffe8573185e506a326e37ada8c1e1a5c766760bc95409ae581a3e1e64551a,,data/provenance/rxte_processing/90030-01-08-00.json,b8a2b934e18644664c0bb597bf88f6cb08659fbd795f37470b360ffca27ac593
