source_id,source_name,true_class,n_observations,p_NS,mean_probability,std_probability,minimum_probability,maximum_probability,fraction_correct,mean_signed_probability_error
1a_1744_361,1A 1744-361,NS,8,0.9645401116840968,0.9470057283431429,0.06806979743113775,0.767797689255459,0.9817418367230012,1.0,-0.052994271656857106
4u_0614_09,4U 0614+09,NS,8,0.8914665962204872,0.8458855113888264,0.12984270651106317,0.5272786776128396,0.991453234500399,1.0,-0.1541144886111736
4u_1254_69,4U 1254-69,NS,8,0.8773062986169348,0.8726416326718035,0.03677787357269999,0.8219514607702902,0.9228643731800282,1.0,-0.1273583673281965
4u_1543_475,4U 1543-475,BH,4,0.793885783011062,0.7737219516594518,0.10915502028155025,0.6267431457431457,0.8975523088023089,0.0,0.7737219516594518
4u_1608_522,4U 1608-522,NS,8,0.8501743045478368,0.8140248569565716,0.14803654674777225,0.5111901295155263,0.9384777399560715,1.0,-0.18597514304342844
4u_1636_536,4U 1636-536,NS,8,0.9140388598674557,0.8721315315505141,0.0947182272737475,0.7443112162748509,0.9862834642496756,1.0,-0.12786846844948585
4u_1702_429,4U 1702-429,NS,8,0.9047129004376,0.8554071571608297,0.12056986727677398,0.6454953240150192,0.9844220686834491,1.0,-0.1445928428391703
4u_1705_44,4U 1705-44,NS,8,0.94982990603476,0.9068406039531165,0.10700198659395807,0.6642693625268334,0.9892426328502836,1.0,-0.0931593960468835
4u_1728_34,4U 1728-34,NS,8,0.46189915692979067,0.5013387860172484,0.3091617797243907,0.023583333333333335,0.9200499860486043,0.625,-0.49866121398275165
4u_1735_444,4U 1735-444,NS,8,0.8953584241955043,0.8617213729631694,0.1093343897380369,0.6740972045010981,0.9688761644585508,1.0,-0.13827862703683058
4u_1746_37,4U 1746-37,NS,8,0.9624398011279693,0.9476573396947456,0.061792120592324126,0.7845843203881493,0.9779449817411867,1.0,-0.05234266030525436
aql_x_1,Aql X-1,NS,8,0.9498234807532921,0.9101669103297398,0.10203272578387582,0.6912921616057229,0.9873200433536059,1.0,-0.08983308967026016
cyg_x_2,Cyg X-2,NS,7,0.8260354561675973,0.7894698857286296,0.12117320319617259,0.549183063549092,0.9747505080328902,1.0,-0.21053011427137036
gro_j1655_40,GRO J1655-40,BH,2,0.6726302727510234,0.6684954093648423,0.07274151458622174,0.5957538947786205,0.741236923951064,0.0,0.6684954093648423
grs_1915_105,GRS 1915+105,BH,4,0.3001752228404115,0.3159702380952381,0.37123965969767453,0.10163492063492065,0.9589761904761904,0.75,0.3159702380952381
gs_1354_64,GS 1354-64,BH,7,0.36609631655991975,0.41175120478395794,0.2748292693020861,0.1020137155187048,0.7502214751859438,0.5714285714285714,0.41175120478395794
gx_339_4,GX 339-4,BH,7,0.52259555919155,0.5299032895111431,0.28554365925443287,0.07815151515151515,0.9120235344270408,0.2857142857142857,0.5299032895111431
hete_j1900_1_2455,HETE J1900.1-2455,NS,8,0.6687567317594404,0.6498828190645962,0.12309539841313333,0.4722187739504006,0.9117639818192762,0.875,-0.3501171809354038
igr_j00291_5934,IGR J00291+5934,NS,4,0.6590424498488363,0.6551604274455649,0.08130432288305194,0.5229826401951769,0.7245246515945933,1.0,-0.3448395725544351
ks_1731_260,KS 1731-260,NS,8,0.854726646698904,0.7510418769959771,0.20332711674844142,0.46493866671311596,0.9856641388760522,0.75,-0.24895812300402287
mxb_1658_298,MXB 1658-298,NS,8,0.8514267189819834,0.819234896742385,0.17766719044695733,0.35671995131803924,0.9152113329647408,0.875,-0.18076510325761497
sax_j1750_8_2900,SAX J1750.8-2900,NS,8,0.8863328532445796,0.8484161179949323,0.09656192797079717,0.7129631165376779,0.974833046524502,1.0,-0.15158388200506767
sax_j1806_5_2215,SAX J1806.5-2215,NS,8,0.8877234814392018,0.8692377188001543,0.06861155211469822,0.761115614771323,0.9610516203546681,1.0,-0.13076228119984568
sax_j1808_4_3658,SAX J1808.4-3658,NS,7,0.6607461596562032,0.6444002172665656,0.2043451564995641,0.306341443447107,0.7964126999944132,0.7142857142857143,-0.3555997827334344
sax_j1810_8_2609,SAX J1810.8-2609,NS,7,0.6546070917165424,0.650413194315246,0.08812199262537504,0.46476340122322796,0.7434989458597978,0.8571428571428571,-0.349586805684754
ser_x_1,Ser X-1,NS,8,0.9742677804376466,0.9740045409031775,0.003644139316587192,0.9696757202832444,0.980669518861788,1.0,-0.02599545909682255
slx_1735_269,SLX 1735-269,NS,8,0.5636100881958419,0.5627792369432876,0.05225948233147296,0.5036165628819617,0.6535696400335681,1.0,-0.4372207630567124
v4641_sgr,V4641 Sgr,BH,5,0.2562096339144018,0.3374569737042431,0.20948250182189965,0.022568253968253967,0.5854233778413673,0.6,0.3374569737042431
xte_j1118_480,XTE J1118+480,BH,7,0.820881557844833,0.8172737815035891,0.040940607172038526,0.7543557873251439,0.8775990104669458,0.0,0.8172737815035891
xte_j1550_564,XTE J1550-564,BH,3,0.24073505817644444,0.32204533846560335,0.3387046229523449,0.06991760037348274,0.8008200454190754,0.6666666666666666,0.32204533846560335
xte_j1859_226,XTE J1859+226,BH,5,0.7014831817510805,0.6641876286215803,0.24305531836288927,0.23737897200851396,0.9096748888016777,0.2,0.6641876286215803
